kind,condition,training_seed,path,status,rows,sha256
metrics,mesh_backbone_control,41,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv,ok,400,a829655c9a9b6aaefeddd9fc9b2fe1488869d341faf1141ed55338c6dacd30a8
metrics,mesh_backbone_control,42,outputs_mesh_backbone_control/main/seed_0042/mesh_backbone_residual_hddm/metrics.csv,ok,400,e07869643602be4084e6fdf70d2ebbae195a5c090651baad6a79bcebf632e1a1
metrics,mesh_backbone_control,43,outputs_mesh_backbone_control/main/seed_0043/mesh_backbone_residual_hddm/metrics.csv,ok,400,a61fd7fd42e74e1e8ec3639a2e4207960fef4eeefc4dce61f3f8da004b40a473
metrics,mesh_backbone_control,44,outputs_mesh_backbone_control/main/seed_0044/mesh_backbone_residual_hddm/metrics.csv,ok,400,aae9b3a80fbae94c54ff92ce460e316a1f42495b29b9cd37e0bf8529d0d40e1f
metrics,mesh_backbone_control,45,outputs_mesh_backbone_control/main/seed_0045/mesh_backbone_residual_hddm/metrics.csv,ok,400,14922a484cfae3d759e7eeb553be70903a2b3f0a1cbb488210a5f87dc3326e53
metrics,mesh_backbone_control,46,outputs_mesh_backbone_control/main/seed_0046/mesh_backbone_residual_hddm/metrics.csv,ok,400,af2c034af139cadcd5860df3c5057a856fb7f00a85c93c65762e560e8f139b47
metrics,mesh_backbone_control,47,outputs_mesh_backbone_control/main/seed_0047/mesh_backbone_residual_hddm/metrics.csv,ok,400,e0ea183b835eeb40a820642f5be32074d064fc206b1b50106641b0e4bd1a19db
metrics,mesh_backbone_control,48,outputs_mesh_backbone_control/main/seed_0048/mesh_backbone_residual_hddm/metrics.csv,ok,400,01aa8d277cf71d30ca980d4e8947e350005c1f2b98d3069750ef3d1b452f00bc
metrics,mesh_backbone_control,49,outputs_mesh_backbone_control/main/seed_0049/mesh_backbone_residual_hddm/metrics.csv,ok,400,b8c2c9961290fc9416970bc509c7422df6a4818dd5b5ba56e1994f022a8cb417
metrics,mesh_backbone_control,50,outputs_mesh_backbone_control/main/seed_0050/mesh_backbone_residual_hddm/metrics.csv,ok,400,20d2b9a6ce6fa3089622cb67709270f79afec37fcb7593d5fb8d47255f5bfd2a
metrics,mesh_backbone_control,51,outputs_mesh_backbone_control/main/seed_0051/mesh_backbone_residual_hddm/metrics.csv,ok,400,66acfd05bec256bac6f0b8ca485ae35b939f8fad28c50eef5f445b36d8e650ff
metrics,mesh_backbone_control,52,outputs_mesh_backbone_control/main/seed_0052/mesh_backbone_residual_hddm/metrics.csv,ok,400,b81d7affcc5cf741d32bd454e51ba6595a427c69dc84595d4b6de5400e9faeea
metrics,mesh_backbone_control,53,outputs_mesh_backbone_control/main/seed_0053/mesh_backbone_residual_hddm/metrics.csv,ok,400,bcda131191f6f01ccbf1191df0517528cd52221c3637e4a426fb2700ccf6d918
metrics,mesh_backbone_control,54,outputs_mesh_backbone_control/main/seed_0054/mesh_backbone_residual_hddm/metrics.csv,ok,400,e5f35dbcb2f8a1eb2c2baeafee788a0d9b24c560d0c61604e8a60fc3067b4963
metrics,mesh_backbone_control,55,outputs_mesh_backbone_control/main/seed_0055/mesh_backbone_residual_hddm/metrics.csv,ok,400,eceb980731f50dcc52839a34fe76c5b8cefe2affdec835d0254f0370a8495e11
metrics,mesh_backbone_control,56,outputs_mesh_backbone_control/main/seed_0056/mesh_backbone_residual_hddm/metrics.csv,ok,400,ba97f3b32d67ab090722247d1f69dc71a4f4ba55e0444456c3cc4b5b709128d2
metrics,mesh_backbone_control,57,outputs_mesh_backbone_control/main/seed_0057/mesh_backbone_residual_hddm/metrics.csv,ok,400,4b85c051fde3019f222c8cb26ca93261c0bce8f3d229dea993c45382febf9c55
metrics,mesh_backbone_control,58,outputs_mesh_backbone_control/main/seed_0058/mesh_backbone_residual_hddm/metrics.csv,ok,400,2b57089fe42d504d4119d19e85eb7dfa1fb670d09f6e139b99d5f27e63b4caff
metrics,mesh_backbone_control,59,outputs_mesh_backbone_control/main/seed_0059/mesh_backbone_residual_hddm/metrics.csv,ok,400,e2218d4be64dbab99ce9cee91221d63942e079fa7d3559399c798100bcb650bd
metrics,mesh_backbone_control,60,outputs_mesh_backbone_control/main/seed_0060/mesh_backbone_residual_hddm/metrics.csv,ok,400,a6f4ce6d63bd03b9760773b349b536df384da2197b17707242896a5da3dd44ad
training_history,mesh_backbone_control,41,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/training_history.csv,ok,500,883ef11c2f939737dcf23753f59049b0161cfd0d0063a6cfa9a12da16f2679b5
training_history,mesh_backbone_control,42,outputs_mesh_backbone_control/main/seed_0042/mesh_backbone_residual_hddm/training_history.csv,ok,500,3ac953083017aec421a8378805ed6a5fec1d05db3d601e78612f09601ef5529b
training_history,mesh_backbone_control,43,outputs_mesh_backbone_control/main/seed_0043/mesh_backbone_residual_hddm/training_history.csv,ok,500,1ff93a13febed4552247745ee58dfc4c419b73f59a798873b2b273f52fc4a356
training_history,mesh_backbone_control,44,outputs_mesh_backbone_control/main/seed_0044/mesh_backbone_residual_hddm/training_history.csv,ok,500,715da14b666c6f8fb21776b49dc57e0fe3a677f8dfb25417735ce65a25afab01
training_history,mesh_backbone_control,45,outputs_mesh_backbone_control/main/seed_0045/mesh_backbone_residual_hddm/training_history.csv,ok,500,24b572f72495da34b85908cfed123f9012b4edbe6089aab5eece2b3d6e2f5af5
training_history,mesh_backbone_control,46,outputs_mesh_backbone_control/main/seed_0046/mesh_backbone_residual_hddm/training_history.csv,ok,500,d4d64f2ea87c90a42575ccb14790c907f7cae39eef07edad3b914b40696eb982
training_history,mesh_backbone_control,47,outputs_mesh_backbone_control/main/seed_0047/mesh_backbone_residual_hddm/training_history.csv,ok,500,00ff9f61b761656585fdc5f3b5458600b04c140147f4af6317896ab538304c77
training_history,mesh_backbone_control,48,outputs_mesh_backbone_control/main/seed_0048/mesh_backbone_residual_hddm/training_history.csv,ok,500,31ca2495a5c76b3454affc15744eeedc9ba5717c502a3b3b640ae3e6d45c54a3
training_history,mesh_backbone_control,49,outputs_mesh_backbone_control/main/seed_0049/mesh_backbone_residual_hddm/training_history.csv,ok,500,04e0f5a97bb2844823513dc4d000a92b3c591ff2d7ea39b08d9adaa70d2f5062
training_history,mesh_backbone_control,50,outputs_mesh_backbone_control/main/seed_0050/mesh_backbone_residual_hddm/training_history.csv,ok,419,cd79cc910a4357ca84c44d60ceab8e58d7d46d19f507e4179cc0f33cb5fded3a
training_history,mesh_backbone_control,51,outputs_mesh_backbone_control/main/seed_0051/mesh_backbone_residual_hddm/training_history.csv,ok,500,03492b99e3edf4964d0756d8c9c7133a25fe3559dc26b30e5241ede1e9b1c2eb
training_history,mesh_backbone_control,52,outputs_mesh_backbone_control/main/seed_0052/mesh_backbone_residual_hddm/training_history.csv,ok,500,ffbaf3d5004af059ef4b938c616c1f95482c1caac9984456fb46b929258423aa
training_history,mesh_backbone_control,53,outputs_mesh_backbone_control/main/seed_0053/mesh_backbone_residual_hddm/training_history.csv,ok,500,61ab3887e6b88033ebdb9859d7fd923462652331df290949869d1e12ff4c7758
training_history,mesh_backbone_control,54,outputs_mesh_backbone_control/main/seed_0054/mesh_backbone_residual_hddm/training_history.csv,ok,500,b19ff91f184e096025507c838f76e6d17b2e97abfec45052b9f567dac51ee4c5
training_history,mesh_backbone_control,55,outputs_mesh_backbone_control/main/seed_0055/mesh_backbone_residual_hddm/training_history.csv,ok,375,f9b14031a2b4266b38465bdae80ede7e893cdf4db9b8a2667b60d1e2d25fcfb7
training_history,mesh_backbone_control,56,outputs_mesh_backbone_control/main/seed_0056/mesh_backbone_residual_hddm/training_history.csv,ok,500,bce4a144fa69ad40330d9862cb0351670d232f2ecbf1bce18a43cbfb4a55d4d7
training_history,mesh_backbone_control,57,outputs_mesh_backbone_control/main/seed_0057/mesh_backbone_residual_hddm/training_history.csv,ok,500,897d9b9a484f21db99c21ec1939ffed47ec68bc53046760d25be7bded131532e
training_history,mesh_backbone_control,58,outputs_mesh_backbone_control/main/seed_0058/mesh_backbone_residual_hddm/training_history.csv,ok,500,4b224f63c34d9b20d9150f6328377abdb6581e34dcc9d225ab477e3769c7d3bd
training_history,mesh_backbone_control,59,outputs_mesh_backbone_control/main/seed_0059/mesh_backbone_residual_hddm/training_history.csv,ok,500,7b9942123a679bd6199dc99a1fba4886baf935dd5d37f6d36382487b20098aa2
training_history,mesh_backbone_control,60,outputs_mesh_backbone_control/main/seed_0060/mesh_backbone_residual_hddm/training_history.csv,ok,500,9c25e059acde4708c94584f9b94f059c4b0403ef5cec1485b72be8158b2b5ed2
metrics,mesh_backbone_residual,41,outputs_mesh_backbone_residual/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv,ok,400,e9da602ad2a976b1364c041ff59b4a02c44f7c4e975ab8681a5e327e4fb49af9
metrics,mesh_backbone_residual,42,outputs_mesh_backbone_residual/main/seed_0042/mesh_backbone_residual_hddm/metrics.csv,ok,400,6511f8488e943f72b9a3fc9c3961f94a8dd52abdf9d7259c12a86b3f72ecd824
metrics,mesh_backbone_residual,43,outputs_mesh_backbone_residual/main/seed_0043/mesh_backbone_residual_hddm/metrics.csv,ok,400,479bd5b68bb43c07a5f1dd203ba438e227676063681aca88e0d557a3c36cb988
metrics,mesh_backbone_residual,44,outputs_mesh_backbone_residual/main/seed_0044/mesh_backbone_residual_hddm/metrics.csv,ok,400,cd07f3039ec2b95342167fb56525adbcfa7db032f1d928e3e5508a5601eeb873
metrics,mesh_backbone_residual,45,outputs_mesh_backbone_residual/main/seed_0045/mesh_backbone_residual_hddm/metrics.csv,ok,400,f0d0972b4723578bcf4a4eba5d798f47a4cc854db0000e61d978d5af1d9b7bbd
metrics,mesh_backbone_residual,46,outputs_mesh_backbone_residual/main/seed_0046/mesh_backbone_residual_hddm/metrics.csv,ok,400,816267bd92b271aabded595dcfca242aca9deadb54d10820bfb058b00921e7ad
metrics,mesh_backbone_residual,47,outputs_mesh_backbone_residual/main/seed_0047/mesh_backbone_residual_hddm/metrics.csv,ok,400,5da24cc7a493a577dd90da788d0c235d4f35f672155a931cd07e189b341464f2
metrics,mesh_backbone_residual,48,outputs_mesh_backbone_residual/main/seed_0048/mesh_backbone_residual_hddm/metrics.csv,ok,400,5d506c57adf0249fbfc45a35439730e49e21e369d71298eb864eca71b30acd47
metrics,mesh_backbone_residual,49,outputs_mesh_backbone_residual/main/seed_0049/mesh_backbone_residual_hddm/metrics.csv,ok,400,f257b1255935ec764006e9d0848b4fb4e36e047dfb4467d66aa4fa7cf0aec029
metrics,mesh_backbone_residual,50,outputs_mesh_backbone_residual/main/seed_0050/mesh_backbone_residual_hddm/metrics.csv,ok,400,483cb6478b00732bf14ae1b20e24f7e022c25ec306821298cd4af56b3bbad1c6
metrics,mesh_backbone_residual,51,outputs_mesh_backbone_residual/main/seed_0051/mesh_backbone_residual_hddm/metrics.csv,ok,400,e0469b83cf926945100d5950cff2696348a5f7fd9d6dc6960b97f4cecb59cbfe
metrics,mesh_backbone_residual,52,outputs_mesh_backbone_residual/main/seed_0052/mesh_backbone_residual_hddm/metrics.csv,ok,400,88e7666b784b218a432fc46995df3322c09f3112a14f0fd9895573d170f9f1f8
metrics,mesh_backbone_residual,53,outputs_mesh_backbone_residual/main/seed_0053/mesh_backbone_residual_hddm/metrics.csv,ok,400,d4e9d9127bc8f203ce38e172d28a3048692038c823e9be423783a6ed97d507ac
metrics,mesh_backbone_residual,54,outputs_mesh_backbone_residual/main/seed_0054/mesh_backbone_residual_hddm/metrics.csv,ok,400,4d1fc201f2a48805287a69f9cb8c348ade2e9befa5e5a01216c636c7ae5d9510
metrics,mesh_backbone_residual,55,outputs_mesh_backbone_residual/main/seed_0055/mesh_backbone_residual_hddm/metrics.csv,ok,400,11e67eb2991bdbb061e1ed193b895a5feec60a1b5488360716b4977aa1df0d33
metrics,mesh_backbone_residual,56,outputs_mesh_backbone_residual/main/seed_0056/mesh_backbone_residual_hddm/metrics.csv,ok,400,4394f52a7a4c03c23c5fedbf6323dfc9d2cc7b4cc26bc5e455dfe8f5536a2d63
metrics,mesh_backbone_residual,57,outputs_mesh_backbone_residual/main/seed_0057/mesh_backbone_residual_hddm/metrics.csv,ok,400,01ffcf692ff82ec3276535cd29b3cf472ff794b177d40bccbbafd2fb8e89ea6f
metrics,mesh_backbone_residual,58,outputs_mesh_backbone_residual/main/seed_0058/mesh_backbone_residual_hddm/metrics.csv,ok,400,1bc045cec1deed7d56ce83c079e08528290428eb62a5f61925ac4bd3bb81720d
metrics,mesh_backbone_residual,59,outputs_mesh_backbone_residual/main/seed_0059/mesh_backbone_residual_hddm/metrics.csv,ok,400,e3c28ce6b5b5b3cbc5b97af028cd11b05dfcb2c37ea5005173c9f9fb99415e34
metrics,mesh_backbone_residual,60,outputs_mesh_backbone_residual/main/seed_0060/mesh_backbone_residual_hddm/metrics.csv,ok,400,750f293d1311d84f529af061b29de83bf080b8a090ea4b7c08a3608e4934a171
training_history,mesh_backbone_residual,41,outputs_mesh_backbone_residual/main/seed_0041/mesh_backbone_residual_hddm/training_history.csv,ok,369,2a4b07f77b028cc221f9d32751a06d652bca12341f65cbb603d4c8a58ae4efca
training_history,mesh_backbone_residual,42,outputs_mesh_backbone_residual/main/seed_0042/mesh_backbone_residual_hddm/training_history.csv,ok,500,62590f56774e10dfe6aa7781588c429a341bf5314db709abbd8a988d75fe38a9
training_history,mesh_backbone_residual,43,outputs_mesh_backbone_residual/main/seed_0043/mesh_backbone_residual_hddm/training_history.csv,ok,500,d5db9c3fd23eb7e8dcdeb75e57bbf3476e9a3c4ba3945c8b76d3e040dede9ad8
training_history,mesh_backbone_residual,44,outputs_mesh_backbone_residual/main/seed_0044/mesh_backbone_residual_hddm/training_history.csv,ok,500,b129628e5d781787bb370088f29bbf9e0d586dd5f10213b859e57e8384a5af91
training_history,mesh_backbone_residual,45,outputs_mesh_backbone_residual/main/seed_0045/mesh_backbone_residual_hddm/training_history.csv,ok,459,bffc1061ca7e6b6783ff59dbd5d8458149f8b702624b45b7497a4eefd672aa4f
training_history,mesh_backbone_residual,46,outputs_mesh_backbone_residual/main/seed_0046/mesh_backbone_residual_hddm/training_history.csv,ok,500,6bf9a3d7d73428a68f6cb0372225ee746813e9d707da4cd62ab8739421cd0d44
training_history,mesh_backbone_residual,47,outputs_mesh_backbone_residual/main/seed_0047/mesh_backbone_residual_hddm/training_history.csv,ok,500,6ee855b55a6b8e70fd3a6fc355a4d41a357511b69930974a78edcbc2841500c0
training_history,mesh_backbone_residual,48,outputs_mesh_backbone_residual/main/seed_0048/mesh_backbone_residual_hddm/training_history.csv,ok,388,6fdb48373561bf43089239ddf133ea437533c3bd067880e8713809fabe4ee74a
training_history,mesh_backbone_residual,49,outputs_mesh_backbone_residual/main/seed_0049/mesh_backbone_residual_hddm/training_history.csv,ok,500,c49bec80a711228b03934b372b9acc1269e6a7be8e5fe652c4d19980c154e3cd
training_history,mesh_backbone_residual,50,outputs_mesh_backbone_residual/main/seed_0050/mesh_backbone_residual_hddm/training_history.csv,ok,411,dc94b12a23f122866607e3482bab22ed91e852c0f977863e51a18b2dda7d866d
training_history,mesh_backbone_residual,51,outputs_mesh_backbone_residual/main/seed_0051/mesh_backbone_residual_hddm/training_history.csv,ok,500,092cee40274ea8f185ba74ea4ba6c897222c8bc966705af26acc48d6c07790da
training_history,mesh_backbone_residual,52,outputs_mesh_backbone_residual/main/seed_0052/mesh_backbone_residual_hddm/training_history.csv,ok,410,dd2d51d077b4ad33a35c4537b49a8af072daa539301f316493602f59e41a0582
training_history,mesh_backbone_residual,53,outputs_mesh_backbone_residual/main/seed_0053/mesh_backbone_residual_hddm/training_history.csv,ok,500,3c9dfa2b5d9081a568ff09e5f2ca80a3db6c6b358358f55a311009cb34b4fe97
training_history,mesh_backbone_residual,54,outputs_mesh_backbone_residual/main/seed_0054/mesh_backbone_residual_hddm/training_history.csv,ok,264,9c34ff51436d5868cdab478268f0abc7d0c9405b022efce972b54177b7042c3c
training_history,mesh_backbone_residual,55,outputs_mesh_backbone_residual/main/seed_0055/mesh_backbone_residual_hddm/training_history.csv,ok,500,3b46c25835f20caf930c10c34352c78477ae77fabc97fa05c82d01507bc4ddec
training_history,mesh_backbone_residual,56,outputs_mesh_backbone_residual/main/seed_0056/mesh_backbone_residual_hddm/training_history.csv,ok,301,53dd7877f88ed8997a29f1584b3a1506f58d02991ba06a8ad3023e63a846b9a2
training_history,mesh_backbone_residual,57,outputs_mesh_backbone_residual/main/seed_0057/mesh_backbone_residual_hddm/training_history.csv,ok,471,5bc2a6ba9a9fe4fbdc330fede14bf8594343ae4ecf03e96db0cc8c3b6b29b3c3
training_history,mesh_backbone_residual,58,outputs_mesh_backbone_residual/main/seed_0058/mesh_backbone_residual_hddm/training_history.csv,ok,344,663e84c5ffd1a28736e4ac62dac8d490bb452c1310d2e48da47988e90a663ecb
training_history,mesh_backbone_residual,59,outputs_mesh_backbone_residual/main/seed_0059/mesh_backbone_residual_hddm/training_history.csv,ok,500,70a67b0c5931adc6860fe8aabc034163761b002868114c702c776af63fda3cb4
training_history,mesh_backbone_residual,60,outputs_mesh_backbone_residual/main/seed_0060/mesh_backbone_residual_hddm/training_history.csv,ok,500,1e48f47890382fb8ec893c8fd831c3adbdb3e797826b5c34809c495bf57369bb
