condition,shape,mae_mean,mae_std,mae_count,relative_l2_mean,relative_l2_std,relative_l2_count,max_abs_error_mean,max_abs_error_std,max_abs_error_count,p95_abs_error_mean,p95_abs_error_std,p95_abs_error_count,p99_abs_error_mean,p99_abs_error_std,p99_abs_error_count
mesh_backbone_control,c_shape,0.07564396630822187,0.009242152632972397,20,0.7765599278980597,0.1164702950143203,20,0.46245303490281786,0.0739156966201001,20,0.23391290917740154,0.02862036832793399,20,0.35236195966804096,0.052329253806530904,20
mesh_backbone_control,two_hole,0.05635623021063067,0.006368070546403799,20,1.2539072318652722,0.16911516889836695,20,0.38097347464471065,0.06552903372839244,20,0.17130136835107693,0.02080244096390438,20,0.2675198296458741,0.04181044953218235,20
mesh_backbone_residual,c_shape,0.06302202004157222,0.004082880598457186,20,0.6066904977072342,0.04713307634952838,20,0.3500875774170485,0.012144449745535683,20,0.19758543142151458,0.009807067138657385,20,0.2814585043603398,0.011901037441531918,20
mesh_backbone_residual,two_hole,0.049347228922147504,0.005482331637512409,20,1.0578774269933287,0.1298734394648791,20,0.288778462071908,0.01888065216863003,20,0.14946272134359198,0.014193132208880844,20,0.2200781495605618,0.015222733537667588,20
