model,shape,mae_mean,mae_std,mae_count,relative_l2_mean,relative_l2_std,relative_l2_count,max_abs_error_mean,max_abs_error_std,max_abs_error_count,p95_abs_error_mean,p95_abs_error_std,p95_abs_error_count,p99_abs_error_mean,p99_abs_error_std,p99_abs_error_count
fine_control,slit_bridge,0.09914577535910385,0.0024812086404651964,20,0.8655763217865265,0.014292839761310757,20,0.7802426002073073,0.0879532530710865,20,0.4510991779951509,0.012444531661705532,20,0.6049064242692552,0.016320393224472932,20
fine_control,three_hole_asymmetric,0.09120029266928335,0.003218362978919268,20,1.0126269713794973,0.021498539952087618,20,0.8378796463515773,0.07281421920889758,20,0.42359266644081395,0.010912478450446302,20,0.6382864293389446,0.013748404846535101,20
mesh_gnn,slit_bridge,0.06104167611963483,0.0027223820721490924,20,0.5834748457781673,0.01251602182692332,20,0.6691348744679199,0.013090256839577428,20,0.27706723603752037,0.007439067987904255,20,0.5297109893463399,0.011278697575839,20
mesh_gnn,three_hole_asymmetric,0.06013373690455135,0.0029821975424310027,20,0.7604069671999786,0.015288382708235912,20,0.7936957476592215,0.014577428048869011,20,0.267980757811216,0.007797995972903009,20,0.6116412090558649,0.014021386702714845,20
residual_v2,slit_bridge,0.06771965512914085,0.0027612785809912003,20,0.667885616667173,0.020303076236877736,20,0.7478125343183055,0.017715922954729332,20,0.32947909730153147,0.01275496604354648,20,0.6015032679675609,0.01956252862749794,20
residual_v2,three_hole_asymmetric,0.06409749581874923,0.0034793234867158706,20,0.8252759652059674,0.022680653874093754,20,0.8227633131020703,0.016889088386619518,20,0.3007671541398554,0.013257214888179984,20,0.638315784484651,0.01635910494610926,20
