model,training_seed,shape,mae,relative_l2,max_abs_error,p95_abs_error,p99_abs_error
mesh_gnn,50,three_hole_asymmetric,0.05837919612257576,0.7496831960414884,0.7919710339605808,0.2609441140764374,0.6115674333628263
mesh_gnn,51,slit_bridge,0.06276630577422697,0.6078919778606171,0.7013811597414314,0.2935702928416503,0.5594260244611647
mesh_gnn,51,three_hole_asymmetric,0.06050262677200557,0.7911865261752908,0.8335817069001495,0.28435484539352723,0.6498724027499552
mesh_gnn,52,slit_bridge,0.06152526626068499,0.5739522863692974,0.651289772875607,0.26809839102174005,0.517362687473185
mesh_gnn,52,three_hole_asymmetric,0.061586452667596714,0.7437533756301238,0.7657509088516236,0.2529643380004472,0.5853913854211563
mesh_gnn,53,slit_bridge,0.059573433096787295,0.5830944631398783,0.6744389227963984,0.2832456697591078,0.5336613322813061
mesh_gnn,53,three_hole_asymmetric,0.05741358219362243,0.7530181867641622,0.7979557297378779,0.27039175482822425,0.6141191395097407
mesh_gnn,54,slit_bridge,0.06639785858138408,0.6085652848139832,0.6727886055735871,0.28934219797480176,0.5388943521720353
mesh_gnn,54,three_hole_asymmetric,0.06687663385818014,0.7827897117827896,0.788918843921274,0.2747691065214644,0.6064784002478695
mesh_gnn,55,slit_bridge,0.0647712997016305,0.5936609724752238,0.6648730776961019,0.27512516612973337,0.5243631526250389
mesh_gnn,55,three_hole_asymmetric,0.06147144034100491,0.7696043897127912,0.7985191491618753,0.26761788633895317,0.6170604487005616
mesh_gnn,56,slit_bridge,0.06328232332174613,0.5909511447664297,0.6585562227293849,0.2823018491042967,0.5200873331930485
mesh_gnn,56,three_hole_asymmetric,0.060953835644155234,0.7765345057155081,0.8027884247153998,0.28154242083413916,0.6200694291394897
mesh_gnn,57,slit_bridge,0.05929008467863008,0.5789326203151179,0.6654934976622462,0.27915331237883945,0.5275195864727718
mesh_gnn,57,three_hole_asymmetric,0.057783713127072554,0.7505603193454087,0.7921776275336743,0.2691698940638798,0.6108894778417884
mesh_gnn,58,slit_bridge,0.0603581055557789,0.5854746367056939,0.6739531014859677,0.27832095903477233,0.5338515577763315
mesh_gnn,58,three_hole_asymmetric,0.05969147834286361,0.759677392146545,0.793723420612514,0.263935746854861,0.6118705463279033
mesh_gnn,59,slit_bridge,0.06561842946902978,0.5986799273430153,0.6779439156502485,0.2803786260472407,0.5409841627273706
mesh_gnn,59,three_hole_asymmetric,0.06619083944539464,0.7826265970057535,0.8018229882791639,0.27003130791074453,0.624313533449545
mesh_gnn,60,slit_bridge,0.05885242159594441,0.5749260661123634,0.682170123886317,0.2712704122252762,0.5360274980375539
mesh_gnn,60,three_hole_asymmetric,0.05782156664871123,0.7501720638595265,0.7969076831359416,0.26102848557601643,0.6103658523485059
residual_v2,41,slit_bridge,0.06499035898219674,0.6500266177897869,0.7308532442525029,0.3233551050454116,0.5857822214867916
residual_v2,41,three_hole_asymmetric,0.06352595661209104,0.8174975822003533,0.8096571090631187,0.30635579804371443,0.6306793686086307
residual_v2,42,slit_bridge,0.06303464401643037,0.6251476488684318,0.7167297185771168,0.30411814641585805,0.5637138084108007
residual_v2,42,three_hole_asymmetric,0.05893689521326482,0.7892532693204412,0.8149304052628576,0.27751724231004116,0.6288110358947884
