mae,relative_l2,max_abs_error,p95_abs_error,p99_abs_error,sample_id,shape,num_nodes,inference_seconds,training_seed,model,parameter_count,config_hash,train_best_epoch,train_best_validation_mae,train_training_seconds,train_peak_gpu_memory_bytes,condition,source_file
0.0838489269919285,0.3285829638688827,0.525589108467102,0.2861419942229985,0.4073802882432931,sample_00000,c_shape,1364,0.0026844656094908,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0423014600754428,0.1977480219471488,0.4458069428801536,0.1421687811613082,0.2303326696157451,sample_00001,c_shape,1038,0.0023812241852283,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0592363150863117,0.3739723412800722,0.2141316898632794,0.1459246641024946,0.1768135633130441,sample_00002,c_shape,1474,0.0041622929275035,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0560338646842363,0.5372158877876577,0.3971014469861984,0.2203804180026054,0.3317580342292787,sample_00003,c_shape,1111,0.0023373058065772,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.060493037127393,0.5697684794329431,0.37250168598257,0.161118410941981,0.2370689524745103,sample_00004,c_shape,1442,0.0022996962070465,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0856145529244466,0.31631416588982,0.4438917338848114,0.3015403136610983,0.3897322005033493,sample_00005,c_shape,1148,0.0022882623597979,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0593264620569226,0.8119455292260258,0.4507994949817657,0.197097796946764,0.3098624721169472,sample_00006,c_shape,1226,0.0022966619580984,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0659516708686344,0.4468718867377665,0.413145899772644,0.1827709943056106,0.2568958717584607,sample_00007,c_shape,1470,0.0022907629609107,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0726055232569954,0.435579722708994,0.4665284007787704,0.2283638477325437,0.3315927034616452,sample_00008,c_shape,1064,0.0022813221439719,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0814774107680799,0.7573139711031948,0.5037539005279541,0.2440942311659455,0.418386578559875,sample_00009,c_shape,1241,0.0022745076566934,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0397894615960648,0.6411743752629944,0.2812587358057499,0.1150474585484516,0.1798697872087353,sample_00010,c_shape,1070,0.0022914092987775,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0640822378979811,1.1329386224903053,0.3460172638297081,0.1797478452324866,0.2797347502410411,sample_00011,c_shape,1423,0.0023028347641229,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0442746791719814,0.4187112968319197,0.2354193031787872,0.1321859141811728,0.1824577394127846,sample_00012,c_shape,1078,0.0022839372977614,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0504883565515391,0.2771896082256903,0.2435575760900974,0.1373005777597427,0.2002137699723243,sample_00013,c_shape,1272,0.0022933632135391,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0661342896531402,0.9745313059599238,0.3518513292074203,0.1760758612304925,0.2585545971523967,sample_00014,c_shape,1448,0.0022806674242019,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0507632404591742,0.7300961832320461,0.325504332780838,0.1367359489202499,0.2271123795211303,sample_00015,c_shape,1343,0.0022650733590126,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
0.0509700621549236,0.8048927243049624,0.2718024551868438,0.1461653403239324,0.214212492108345,sample_00016,c_shape,1121,0.0022763749584555,41,mesh_backbone_residual_hddm,81348,836738cae8b3b983111b6130b63e06381252eedc88b97a9e493ef459431c9ddf,499,0.0315269589424133,284.7464841371402,33606144,mesh_backbone_control,outputs_mesh_backbone_control/main/seed_0041/mesh_backbone_residual_hddm/metrics.csv
