model,training_seed,shape,sample_id,sample_file,sample_sha256,inference_seconds,mae,relative_l2,max_abs_error,p95_abs_error,p99_abs_error
fine_control,53,polygonal_holes,0,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0000.npz,2813ec3127ac6b2d6e5ea2bdec57dc3842288d486f16a3ac630d975e79544104,0.003691543999593705,0.08416809831737779,1.162733600154202,0.8350501358509064,0.43059959299862355,0.6307863598316907
fine_control,53,polygonal_holes,1,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0001.npz,9d77838f7901837e5e6668df3993510bb8ecebaae9c24dafd7c33dd27713ca91,0.0036947870394214988,0.06483425598436561,0.5746897502420557,0.6230667382478714,0.34192981049418436,0.4242632971704006
fine_control,53,polygonal_holes,2,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0002.npz,64d684a0c62d3af4e0e79525c5a8144d60264714c3b90c3683941cb3669199db,0.0036746999830938876,0.08652740973169722,0.9568692862275149,0.775139719247818,0.48782716803252696,0.6291300243139266
fine_control,53,polygonal_holes,3,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0003.npz,cee6732562ef0f85cfd1d4207fb826b90bc31335f8fdf22bc7991a2b2d3e3818,0.004053654032759368,0.0666053093379239,0.6094308999227434,0.7272488176822662,0.37197072207927684,0.49464129261672496
fine_control,53,polygonal_holes,4,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0004.npz,f922f8aa230eb7f988651778a187a8f75ff947a239987aa900cd3c050a887ec0,0.004056247998960316,0.07107623872188103,0.7606183282521568,0.612092137336731,0.3724498748779295,0.5456677736341953
fine_control,53,polygonal_holes,5,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0005.npz,7aa5ae995dda3a749c78e6b8b3aff037f07301dbda012f49af7c1983a95fd554,0.004042262968141586,0.0974147008958387,1.5770563381644243,0.823601484298706,0.5565483585000038,0.6456175738573074
fine_control,53,polygonal_holes,6,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0006.npz,a2ab3adff33e2b825261f9f156651d6d226b45d7900ef8697f84935c734df80a,0.004068428999744356,0.07208838495039976,0.6788983692461346,0.7026634439826012,0.3599404949694871,0.4487303503602743
fine_control,53,polygonal_holes,7,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0007.npz,b504795f95e5481635b933ab900699fe66f38076ab5132e6b57a48c641abbf2b,0.0037198750069364905,0.07374690377176024,0.8477850737097377,0.6738735735416412,0.3831353962421416,0.47823341963812704
fine_control,53,polygonal_holes,8,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0008.npz,b93c334e8e48c8fd6d52b05cd3ff40f15d4f5cc62702a435f3e0247d6b59a334,0.0036635779542848468,0.04660571877128859,0.42654810657695036,0.5026001632213593,0.23105029314756384,0.3099727669358253
fine_control,53,polygonal_holes,9,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0009.npz,f2ef70e3326ae2f2447ff2754173f923c307e7972ebbe15dd38aabeb5f047c49,0.003712618025019765,0.07759437484940702,0.7456456776573278,0.676431380212307,0.385221491754055,0.505114891976118
fine_control,53,polygonal_holes,10,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0010.npz,0078bb96d0f452027931ba3a5cabdd927aa298f7c3cb3cc2d89e7cb23acaf539,0.0036763190291821957,0.07258455740654045,0.6792609048813402,0.5981436371803284,0.39075665287673467,0.5132664012908935
fine_control,53,polygonal_holes,11,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0011.npz,9ee5588e761180b233891dd5a6f16fa8ca4f4c5906cdb841e4c8020cee441584,0.004054765042383224,0.06249731550665274,0.5056327879512039,0.4915887117385864,0.3136714607477188,0.38750095903873444
fine_control,53,polygonal_holes,12,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0012.npz,9cdd74ea7cb7425efc2f3f4d80c0363bd50ea50709fe03b3d060f71ff605dd84,0.003659053996670991,0.08224207468585948,0.8601126830994218,0.8023007586598396,0.48321883045136926,0.5804702409356832
fine_control,53,polygonal_holes,13,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0013.npz,7ee1a4ed3ed8a784612d742e8ed75f38441bf2f5701f264e582c39a5158ad1ce,0.0036362700047902763,0.0799998562475744,0.8256619471436231,0.6682733669877052,0.4394936813041567,0.5428521894663573
fine_control,53,polygonal_holes,14,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0014.npz,d1818732f452567ad0ecd2f58c757bb8290572b117528bb1e5aaefa970313cc6,0.004058244987390935,0.08670397026887498,0.822438603746962,0.822085477411747,0.4191573470830916,0.6486073192954063
fine_control,53,polygonal_holes,15,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0015.npz,445b87e8c24a47bfb4d118389ef483a360b0d5074dc815ae35513aab4a27864d,0.004042988002765924,0.09239998379001918,0.9742353305018531,0.7349106520414352,0.5131494225002824,0.5888680344074965
fine_control,53,polygonal_holes,16,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0016.npz,1a99ec371d63848f62228b959ed0924574356c0cccfdd1260268c8dfa0c9cdb0,0.004046137037221342,0.10649900625720245,1.8471427299138414,0.8444647267460823,0.5825493844749872,0.65639664870454
fine_control,53,polygonal_holes,17,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0017.npz,0cdbf63c17b90ff3b3512ee0966f5d174bfb3232348a9e49b05f2d9ee4d89a26,0.004041000967845321,0.063610998946215,0.6180425779176951,0.5110271498560905,0.3342146888375282,0.45186782017350197
fine_control,53,polygonal_holes,18,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0018.npz,47317c8f9d3ed8f1a54c8b96ba91af510560b8aa7f805ade7143c1d16ca55e66,0.004004980030003935,0.060128038120139234,0.5352439812481224,0.5528874397277832,0.3096631187945603,0.430059575587511
fine_control,53,polygonal_holes,19,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0019.npz,14a537fef9ee78090f18c68c7c2bb65ef6d197ce349231291c03aa4206e7dbef,0.0036616589641198516,0.08626353103682592,0.9606677379593836,0.7201783061027527,0.5030059061013162,0.6066344567388295
fine_control,53,polygonal_holes,20,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0020.npz,7c814a3de56a037a81fd975f53b5567efeb9d9662b615203546bc0899290fd90,0.00410019198898226,0.057496163185528276,0.5228575166100414,0.6345319971442223,0.30350090563297255,0.4269457611441612
fine_control,53,polygonal_holes,21,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0021.npz,8ce53160fe69d5b6413cde92d321f24dc4d1d44cc5f0f2a3eca07d60a4da1104,0.004227098019327968,0.08178109690673965,0.8432849165212712,0.6954689025878906,0.42885246854275416,0.5612886041775346
fine_control,53,polygonal_holes,22,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0022.npz,ebe02bed5b22de6ec65b6c54aaa34f7a9e9daf45fb56c3455386ee7beeca83bd,0.0036566199851222336,0.08987003511996951,0.9892435257220409,0.7853830456733704,0.4535183474421499,0.5909100870043039
fine_control,53,polygonal_holes,23,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0023.npz,d6cabc05bb35909896ec365f876db62334e617b13b08c9e40694e2791b0db121,0.0036648919922299683,0.04983540015105771,0.4424161611345933,0.5198650658130646,0.21422362476587278,0.33922304064035413
fine_control,53,polygonal_holes,24,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0024.npz,cc607c6b4a44a20de7c0d072b11d3585668469f46fe26a9e5a4601a8839b18e3,0.0036482929717749357,0.08702845749506145,1.032468809482721,0.8441027626395226,0.4310829706490038,0.5862275528162717
fine_control,53,polygonal_holes,25,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0025.npz,6624bf5fe6d196079fb76fb31c85860e096a142c03b130cd1e70002ae755b942,0.00406622001901269,0.07695275844615879,0.7905930366686227,0.6571428179740906,0.42410620274022215,0.5612179627269507
fine_control,53,polygonal_holes,26,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0026.npz,c98d8e8d3d0a88d1da87415faeb5bf9178e88e1f30adc9ecf7cd6cf0dbd9277f,0.00371748604811728,0.08399430495983555,0.8115079744069958,0.747495710849762,0.47010539541952295,0.5838813540711999
fine_control,53,polygonal_holes,27,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0027.npz,a8830b8166a10f61db4814b54f56ca4808e3c93da85d47b565e4eddec6598b7d,0.004047613998409361,0.06127316061291215,0.5748066289457627,0.6495484635233879,0.31693966984748834,0.453881304860115
fine_control,53,polygonal_holes,28,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0028.npz,7a7df2263baaa71cbccf62f82307a4ec9364e586142fc46aecffcb33cae7cae8,0.004032780008856207,0.06386723336607525,0.6543304668587795,0.49545569717884064,0.3244965188670902,0.4750474083423614
fine_control,53,polygonal_holes,29,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0029.npz,1792cfc778015639447d8549da9e8e6ae065b2de6e8a35808550ab1f2eaa6d12,0.004048179020173848,0.06069985649052999,0.6454947832938349,0.7548660337924957,0.2942621085792779,0.44609184622764586
fine_control,53,polygonal_holes,30,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0030.npz,0361f263ac7c96ee87583959a04a88d5d85ed0d0bf6e7d378681151774f385f2,0.0040583189693279564,0.0611687995929972,0.5629421584713968,0.7956789508461952,0.3047471314668655,0.39671636439859864
fine_control,53,polygonal_holes,31,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0031.npz,05f616ed447a9ab8e71b77b9398fe7f5bdca3822ed0cb7c0b89a4802fff7e34a,0.00371248199371621,0.08545088701137776,0.8572961713006315,0.7766088545322418,0.45982818678021425,0.5945115154236555
fine_control,53,polygonal_holes,32,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0032.npz,b84ee66df3e51a313acfa70a8d8f17e55d0f28293bfc848be6da74369c6efe7e,0.004044476023409516,0.06643805572965499,0.6003524577827011,0.6270347237586975,0.3616321846842765,0.45985251724719994
fine_control,53,polygonal_holes,33,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0033.npz,daa13b8f28a70003a1c8a3b22cc6fb6ba7cd514feb1f0dde8861d77cced138db,0.0036235039588063955,0.08019049811217899,0.8507719825068704,0.771103136241436,0.4224631410557776,0.5731762788817286
fine_control,53,polygonal_holes,34,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0034.npz,f1007728ae6fc8cc7b887f70cb682b003162557fe09bc505313c9852da9b0395,0.003653352032415569,0.07416745733079817,0.8154138581958114,0.5708101969212294,0.4020133256912231,0.5443873139470816
fine_control,53,polygonal_holes,35,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0035.npz,74480bc8be2b0c3f792eeafe7931aa43f6eabf7fab66f1f8889ff83f9343aacf,0.0036352899624034762,0.06548393044877684,0.6007142655164315,0.5851804688572884,0.35777918398380276,0.4440336979925632
fine_control,53,polygonal_holes,36,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0036.npz,d380cc325dc38fac34101ad898621f7a706e5ef3145fb50b48cd8a3550e915f6,0.003673471976071596,0.06976204385413844,0.6315083106956826,0.8545002536848187,0.351479378528893,0.49052948579192157
fine_control,53,polygonal_holes,37,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0037.npz,562b92269c11eb7a4d6d2b96c70e8334d3b1e90f788bd3d9e801d09a075eee3a,0.0040564200025983155,0.10074084480196671,1.6426238384575107,0.8445561826229095,0.5458457506028934,0.6487084214854986
fine_control,53,polygonal_holes,38,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0038.npz,ad000ee37c0e1a9ba734e4dd9459946f4b3df5f603b980b12d442bca1f8ed9f9,0.0040507210069336,0.07477151256461247,0.7210185286374364,0.5388638377189636,0.38097339775413264,0.4942267729341983
fine_control,53,polygonal_holes,39,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0039.npz,522d3ecbc2d9edc149dc3f03b6cf36d68fca66badfbb0f6dd3482d5e5f254b68,0.0036286149988882244,0.07568635323552876,0.7080260547511665,0.5844892263412476,0.42102950382977705,0.5325441544502973
fine_control,53,polygonal_holes,40,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0040.npz,254ab846e9a8b91265cad089e47a668ba206ceeb02e23540aaf1b8dded5c5277,0.003675939980894327,0.07721727389632305,0.859950466142971,0.6101179718971252,0.3944822870194912,0.5408016526699067
fine_control,53,polygonal_holes,41,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0041.npz,8c7f049970c19d0bf9df6a56540e33a405e9b6f637a802fc3a679bd78cbd2f7b,0.0036718830233439803,0.07101359639407492,0.7088855126758096,0.6358077526092529,0.37580083720386026,0.48239324938505884
fine_control,53,polygonal_holes,42,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0042.npz,6d8ce4ad2a0fbe386141c305df0df82390863da91466b3772de47905aac327ac,0.003745903028175235,0.09592680122550658,0.9839034632422964,0.7640987932682037,0.518025815486908,0.6114350771903991
fine_control,53,polygonal_holes,43,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0043.npz,cce44f1d73fbe7f76182aa7fd07a69f90b93524ef2f5d7c4c6a1bb4566cb8ff9,0.0036506839678622782,0.10481866905677634,1.2343187552822592,0.8500556349754333,0.5646402040496468,0.7057286942750215
fine_control,53,polygonal_holes,44,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0044.npz,ae4b89782186c636597bbf28ff74a3d03e0c2dbac42260653f9d140ab9229119,0.003709726966917515,0.05289546264790159,0.42281161580812804,0.41667860746383667,0.23561939398059617,0.3420014990866184
fine_control,53,polygonal_holes,45,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0045.npz,1777cf5189ac8f43461ae20e5ef1f4c739e91a493823c36ad21eedc9d1d3abf4,0.003672963008284569,0.06890062888937791,0.7395771683454159,0.7297687754034996,0.3866727102547883,0.5100967628508806
fine_control,53,polygonal_holes,46,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0046.npz,cc55794e1940c234f9da149d83ee01ead8d8277520e38b89220b19e02e70f238,0.004121938021853566,0.10469025265057336,1.7738431356943178,0.821654923260212,0.57138484029565,0.6686806125706062
fine_control,53,polygonal_holes,47,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0047.npz,7f42f867baf3b1c126f27ae2157ef3dd2a34a07d8d1a1f5aead8d062722664f9,0.00408401497406885,0.07573165498472063,0.7791116541187104,0.7883308529853821,0.4156635788735,0.5879699879139662
fine_control,53,polygonal_holes,48,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0048.npz,6e05df606b756d9cfd5f6305cc0eac033208a8444ad64ad8e48815757862935e,0.004028789000585675,0.09234275266306714,1.1822883550288221,0.8158307895064354,0.49647327521815876,0.6448357401974499
fine_control,53,polygonal_holes,49,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0049.npz,8e60acf35c436ea7681e8f6ecb99e7889c6309505da38ab1a1de5fdd50c8d25a,0.004107595013920218,0.06610252440477456,0.6556831801603306,0.6239855624735355,0.33368581905961037,0.4499749869853258
fine_control,53,polygonal_holes,50,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0050.npz,67ff652aacb37c18501691c8d65846f7fd6786aa6ab39d47d601c53560a81ffb,0.0036302319495007396,0.06203210356239752,0.5601672492367856,0.4929121695458889,0.3066275522112846,0.3809345364570617
fine_control,53,polygonal_holes,51,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0051.npz,d178ebe9f5d54994c88f44993765bce335075010cff7e29e1ff0070188cd3350,0.004116367024835199,0.11130837599595811,1.7781878127523816,0.8601796850562096,0.6031858714006375,0.6867808528512249
fine_control,53,polygonal_holes,52,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0052.npz,a3a862fcadf321c577317885abc8e5b33930f4e0f1c7fe81f71f61e570dec552,0.004032867029309273,0.09192957197371192,1.124175977868273,1.0287285884842277,0.4796843890100717,0.5907128058373928
fine_control,53,polygonal_holes,53,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0053.npz,ab5fddb822d6b9316b54ab76c4527ea073e575a3e421c7d3825dddaa22fc27e5,0.0036360800149850547,0.0966588447649208,1.2311063930483983,0.778165191411972,0.5277238624170422,0.6311817022785544
fine_control,53,polygonal_holes,54,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0054.npz,a1022a21b18e6e40b38eb55a0b8587d544f733833a4d7f12d4de108015563cc3,0.0036351850139908493,0.052142933323750765,0.43569300071257155,0.43113255500793457,0.25774667263031,0.3572389890998602
fine_control,53,polygonal_holes,55,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0055.npz,4365d7d047747c0c5587594149f7905cf8d0fbc2fc11cdade3a1001f8d10a489,0.003631947038229555,0.09013539951140426,1.0299502514523442,0.7625010684132576,0.46235986175015564,0.6275231002643704
fine_control,53,polygonal_holes,56,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0056.npz,c64e194ceeb73588bea71d967fed493a69e7f31422958700a5a894c51dad8af4,0.003683994000311941,0.08063633704545939,0.89315335239611,0.631520539522171,0.4419636419974267,0.5890745067223907
fine_control,53,polygonal_holes,57,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0057.npz,b7ec701204ebf0f91ed0f653ab9750798681ad55c0be7bccc78661334dd8a05a,0.004043360007926822,0.09687697723842392,1.4462842744359605,0.8546925187110901,0.558942450163886,0.6573897899501024
fine_control,53,polygonal_holes,58,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0058.npz,d7d338d7ed7396d7013682fdeda699683e01e2e0a6b355ea8245cd50209f5837,0.0036618939484469593,0.06250556033155463,0.6271818489242982,0.6630316376686096,0.30789335072040547,0.5133555553108453
fine_control,53,polygonal_holes,59,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0059.npz,520dc2e58678e87e5e0b109e52f119bf6f1955d7aa102dba7f2e2aa5f6870b26,0.004064448003191501,0.06597887993220714,0.7498604557115739,0.741217166185379,0.33120203018188477,0.4502844260632991
fine_control,53,polygonal_holes,60,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0060.npz,65f37cdde81f35866d4ad5d443aea651ab7719a2aeaeacecb6c6f004e4a9a519,0.004079623962752521,0.09286185614429163,1.0369999685126603,0.7732127830386162,0.47058787457644935,0.6347384931892156
fine_control,53,polygonal_holes,61,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0061.npz,7743695b88cdc254e55b4fad952747f08a99a59b47940f19b05996b3aacfdd4f,0.003698583983350545,0.09706869658739524,1.1135288750828782,0.842797726392746,0.5740776863880453,0.7135515323281287
fine_control,53,polygonal_holes,62,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0062.npz,277f1102a42eb919881a684fdf02f8fe32f35c413c403026302cd12d4097853a,0.004058082995470613,0.08778190179108152,0.8036836928657543,0.7683978378772736,0.44421594291925426,0.5750462226942181
fine_control,53,polygonal_holes,63,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0063.npz,6d764776066ab82c5cc65c85d8e8609d9930055835d54417aa78c6b4a6b03531,0.0037026670179329813,0.08758263698438996,1.090986964558812,0.8323889970779419,0.5356761626899241,0.6604024091362953
fine_control,53,polygonal_holes,64,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0064.npz,faf90b633e638b9635077cf9b6ad138791b71dcf9f9c87c2643fdaa9321e9469,0.0036325340042822063,0.048446899733771906,0.44836189671988125,0.5970222726464272,0.2216315284371376,0.32889365166425694
fine_control,53,polygonal_holes,65,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0065.npz,5a1f909a1a33de701ff5e43850c8a0f624f0fe67bb2628856e8b2ff716aa4d8f,0.0036498549743555486,0.07889116839209034,0.7952133471235541,0.7663794085383415,0.44323508813977225,0.5915263456106185
fine_control,53,polygonal_holes,66,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0066.npz,231255ce916639b7963636d7ecd7e8496e2daf50b0681c71f8c26d117d19a6a3,0.0036491899518296123,0.0732798753606893,0.7370044043844437,0.5857813954353333,0.40398522559553374,0.5481779500842094
fine_control,53,polygonal_holes,67,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0067.npz,2ea120f390b13387af7e81bbf689609188cf789c089380be9954a01ab04383ce,0.004045595007482916,0.0822814094815865,1.0685496723556553,0.9086407199501991,0.4289098175242541,0.5500710105150938
fine_control,53,polygonal_holes,68,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0068.npz,99dcf586e3c772fa34c409836b87dba473578ad4267323fe4c1021c49bea2156,0.0036473069922067225,0.07882938203897488,0.7341693665681219,0.5421622097492218,0.4095403298735616,0.4774968095123768
fine_control,53,polygonal_holes,69,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0069.npz,371011e0087841ce62fd475615c1487b9008b14cc2c8239b698c21a3f404f4ae,0.003642935014795512,0.0737834633681785,0.6246103137611815,0.6593177020549774,0.3756722196936607,0.5249179989099503
fine_control,53,polygonal_holes,70,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0070.npz,76a38f00a38c09a4a5e0ce282801ee31b62717ad9405afde4dfaded58ac68adf,0.0036379980156198144,0.07927070944191301,0.8423616519098245,0.5670894980430603,0.4480215081945057,0.5464198001474142
fine_control,53,polygonal_holes,71,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0071.npz,725f819b9cff979f22d3fb2826bbeb093e79eac51bc6aeeece1bf9cca9411e3c,0.0036929809721186757,0.07005975032806336,0.6401216025861225,0.6112082973122597,0.38108895570039747,0.4985200816392898
fine_control,53,polygonal_holes,72,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0072.npz,29b11ddc75faadb72de6975449a2b31a3d5383776b7675881284f27b7dca3cab,0.00405351904919371,0.07297324486379693,0.6928141796955928,0.5832705497741699,0.3916546586900949,0.5463745116814971
fine_control,53,polygonal_holes,73,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0073.npz,1ab85a6c8ae26e0fbf4793862ad906cb7254045320b5796aeaa896f42f2bacd4,0.004036548954900354,0.08212723983471557,0.7968640248566895,0.7736221849918365,0.44312922991812226,0.579766240902245
fine_control,53,polygonal_holes,74,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0074.npz,bacd1d3e820fbf01f8d4acce5297dc3b9f8dc25652253988c73470e23a9f8ac1,0.003684186958707869,0.07595243554610837,0.9103592989135615,0.6700601577758789,0.4423976212739941,0.574933881610632
fine_control,53,polygonal_holes,75,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0075.npz,3287c7e51fa026555fd19d375af6e3d4cc8cc42fa1205cc3bfc8cd6cf1579cd3,0.004222608986310661,0.05522101957234554,0.5015050700770833,0.5494560748338699,0.25387650411576024,0.35659904550760985
fine_control,53,polygonal_holes,76,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0076.npz,574f2300d179a3831f3582318cd7b95acfd3405093d6a47af47ad93d2178f2e1,0.004036501981317997,0.10203332482900415,1.6298479579329472,0.7968754470348358,0.5493403061060235,0.6356754331663251
fine_control,53,polygonal_holes,77,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0077.npz,4376fb3c5dd37b190c566754832a3e3ba85331c8e3e4f837d406cdef3bfffa17,0.0040727419545874,0.09673281812083032,1.025984056435787,0.7830324769020081,0.5397891624830663,0.6421148344874381
fine_control,53,polygonal_holes,78,private-source://routeA_experiments/data/prospective_ood_rd_hddm_alpha001_v2/polygonal_holes/sample_0078.npz,ae2f838a41311b1cab760c47b71bb43be39b91fa594b946c3571522b2c1a813d,0.004078865982592106,0.0737787240787116,0.7016149775829269,0.6317176818847656,0.40047349333763105,0.530902102291584
