mesh_id,dataset,split,seed,sample_index,sample_seed,shape,requested_interior_nodes,num_nodes,num_triangles,fine_directed_edges,fine_undirected_edges,boundary_nodes,source_x,source_y,source_sigma,target_max,target_l2_norm,mesh_generation_seconds,labels_npz,labels_npz_sha256,triangle_area_min,triangle_area_mean,triangle_area_max,triangle_area_cv,minimum_angle_deg,aspect_ratio_mean,aspect_ratio_max,raw_disconnected_part_count,raw_disconnected_parts_json,repair_event_count,moved_nodes_total,moved_unique_nodes,moved_fraction,bfs_seconds,parmetis_seconds,repair_seconds
development_validation_seed42_sample003_wavy,development,validation,42,3,10045,wavy,542,656,1142,3594,1797,165,0.595629094550784,0.7185423170501357,0.10972349724037479,1.1992309623310806,9.926454021753376,0.05618334095925093,paper_partition_evidence/mesh_archives/development_validation_seed42_sample003_wavy.npz,56a4fbaa5bf4e36001be9143a60d2f7a8398d5809723b00ec23c3b6e96db251b,4.685067375467269e-06,0.0006290310589978394,0.003830572230346238,0.8732384751512203,2.825658931200245,3.1088208164510336,20.296971029257588,0,{},0,0,0,0.0,0.005152866244316101,0.43409193493425846,0.003576828632503748
development_validation_seed42_sample004_rectangle,development,validation,42,4,10046,rectangle,427,583,1008,3180,1590,156,0.5028380710328122,0.2792634224820468,0.11974560894826247,1.8056649327066312,13.852156964162361,0.052739127073436975,paper_partition_evidence/mesh_archives/development_validation_seed42_sample004_rectangle.npz,972c03cbbc81ab4959f26c021905943ef60f89a6ee6c019ef9bc6746f578c128,2.9424474311896047e-06,0.000992063492063492,0.0051605618066577225,0.887811795825837,0.5209521945411596,3.482526412755476,111.72029563737107,0,{},0,0,0,0.0,0.004370891954749823,0.44053482124581933,0.0026264959014952183
development_validation_seed42_sample005_wavy,development,validation,42,5,10047,wavy,789,913,1634,5092,2546,188,0.5502508512084117,0.28188628533682886,0.06988681712742431,0.7021226566332424,5.744511627079026,0.07141809910535812,paper_partition_evidence/mesh_archives/development_validation_seed42_sample005_wavy.npz,343037463035a712e7ba79fab18649419ae0b6ff2c8a890ce251faca9f5eaaca,1.0464997565012474e-06,0.00044147671620709537,0.002766285225121221,0.9186407998745048,0.3218773743491972,3.6214107016689874,178.23234736864396,0,{},0,0,0,0.0,0.006996665149927139,0.44620637875050306,0.0072637381963431835
development_validation_seed42_sample006_rectangle,development,validation,42,6,10048,rectangle,578,734,1310,4086,2043,156,0.5329980490420667,0.2590347313090842,0.08426186879066153,1.085209932133866,8.003341672708505,0.06324623012915254,paper_partition_evidence/mesh_archives/development_validation_seed42_sample006_rectangle.npz,a0682c7cc21201685f6c94201806e94360c8b37d1b072f218650b41e12a22412,1.4121195591730987e-06,0.0007633587786259542,0.005239108303937975,0.888048973288472,0.33132665925662497,3.4161252486862583,192.97059498642741,0,{},0,0,0,0.0,0.005575581919401884,0.4537740210071206,0.0042460341937839985
development_validation_seed42_sample007_wavy,development,validation,42,7,10049,wavy,758,883,1572,4908,2454,191,0.5200701953406135,0.5560290223506574,0.11014972072666072,1.5467275476214617,17.162939763065182,0.08029216108843684,paper_partition_evidence/mesh_archives/development_validation_seed42_sample007_wavy.npz,c8b78fbf4f71350355d2f3bd61c6682f65ab829ca2f7ff1161489f8ba878dd10,1.1379884661924463e-06,0.0004607328736846087,0.002892391012354865,0.8796319451774052,0.7538468349464262,3.206263719361683,80.78863466426621,0,{},0,0,0,0.0,0.006496800109744072,0.43826109590008855,0.004406155087053776
development_validation_seed42_sample008_rectangle,development,validation,42,8,10050,rectangle,671,827,1496,4644,2322,156,0.4030539624643498,0.45613272385408343,0.08959476432452328,1.3555494585850334,12.546661281819258,0.06574630318209529,paper_partition_evidence/mesh_archives/development_validation_seed42_sample008_rectangle.npz,1ea896dff1539e548999015f8ef5d655aeca279049fe162eb98826c3770843e7,1.9671397404423227e-06,0.0006684491978609625,0.004734974709185574,0.8880076313053991,0.44822890583392483,3.390405254950656,167.1112072780409,0,{},0,0,0,0.0,0.006495068781077862,0.4433429818600416,0.003889984916895628
development_validation_seed42_sample009_wavy,development,validation,42,9,10051,wavy,712,836,1480,4630,2315,190,0.3495617205810402,0.41447956338239655,0.11588752991633132,1.4932893704305488,15.583356060669287,0.07117814617231488,paper_partition_evidence/mesh_archives/development_validation_seed42_sample009_wavy.npz,65ccf7bf70a7c5568d4fcf73d785e58436e932b396a792d3834839157aceca3d,2.9868898910024983e-06,0.0004893702497384661,0.0028569679631912227,0.8924090723048906,1.7201742569009228,3.2029400498543277,52.6459901939952,0,{},0,0,0,0.0,0.006420716177672148,0.4452272797934711,0.003970697056502104
development_test_seed42_sample000_l_shape,development,test,42,0,20042,l_shape,704,859,1560,4836,2418,156,0.6328183528980029,0.3734975749143693,0.09144714914549876,0.7866226934655052,6.912008229566013,0.10605770675465465,paper_partition_evidence/mesh_archives/development_test_seed42_sample000_l_shape.npz,e51d49faacff2716e7ed4c2067053cccc4b82b93f9ca0773901c6cdc9a94d6bd,1.4643894576135207e-06,0.00048074312064943413,0.003219950681957861,0.9002151405385659,0.4844038401479844,3.3353762509310876,118.86431900020604,0,{},0,0,0,0.0,0.0065191988833248615,0.4515937948599458,0.006186859216541052
development_test_seed42_sample001_annulus,development,test,42,1,20043,annulus,478,607,1035,3284,1642,177,0.29522277837508326,0.45403052134413213,0.07109389273359573,0.1666821175314059,1.0042664248356692,0.0538571453653276,paper_partition_evidence/mesh_archives/development_test_seed42_sample001_annulus.npz,a399c3660c97b70f7c8eb55bb52028bb711840c7ce3e748c3c7c5a5586f17857,2.0370084607615084e-06,0.0005620404544408673,0.004126992466758391,0.9443662746891787,0.5017262255636981,3.576453598973477,114.4036025008267,0,{},0,0,0,0.0,0.004563276190310717,0.44962297519668937,0.004845305811613798
development_test_seed42_sample002_l_shape,development,test,42,2,20044,l_shape,545,700,1243,3884,1942,155,0.5333060215518997,0.36535827860871145,0.11097766277611361,1.0646157064034714,9.057648671643003,0.06507196603342891,paper_partition_evidence/mesh_archives/development_test_seed42_sample002_l_shape.npz,032ef0050d649bf0be05bdb0ace12c5e8d6dea38ea1b134177dac7b4cc1ba626,3.55696154664255e-07,0.0006033789219629927,0.004349143883677062,0.9231820664554957,0.0669329179581327,4.023243437595306,924.1907599038361,0,{},0,0,0,0.0,0.00496427109465003,0.44728273106738925,0.0031496682204306126
development_test_seed42_sample003_annulus,development,test,42,3,20045,annulus,587,716,1254,3940,1970,178,0.309763188462833,0.35158233225062757,0.11492697523683429,0.4158476562677856,3.4943833694265565,0.05773953581228852,paper_partition_evidence/mesh_archives/development_test_seed42_sample003_annulus.npz,10529daa67187522847ca890ed3247202dddee51940a801a25f107f429aeb100,3.0364667834800355e-07,0.0004655623356695452,0.003866629691152784,0.9911391039242813,0.03751560885852933,5.306027350102095,2339.0550914263213,0,{},0,0,0,0.0,0.005450418684631586,0.44166191201657057,0.0034181270748376846
development_test_seed42_sample004_l_shape,development,test,42,4,20046,l_shape,599,754,1351,4208,2104,155,0.3604114311279468,0.36375936921158464,0.10216815806513935,1.1801799696599933,10.710800279326827,0.07042677514255047,paper_partition_evidence/mesh_archives/development_test_seed42_sample004_l_shape.npz,33aaf85c0e25948344f022baf967c937d3cd4366ab5e2df492c2308321c87879,4.094230778647502e-07,0.0005551443375277573,0.003562908743551983,0.9180788700095642,0.07471288327878195,3.8267407373961673,802.912970095507,0,{},0,0,0,0.0,0.005642896983772516,0.4367436650209129,0.0035113580524921417
development_test_seed42_sample005_annulus,development,test,42,5,20047,annulus,417,543,913,2912,1456,173,0.45301119254455313,0.3016716143964285,0.0719804321703488,0.16639877759828786,1.0477134421588015,0.04701612703502178,paper_partition_evidence/mesh_archives/development_test_seed42_sample005_annulus.npz,a766049186907128db6966542ea7a7c060df6130b4b3b6aca4611662e1601b5e,2.097324901983157e-06,0.000636896411781116,0.004902878634778888,1.0182580924730258,1.1052736657553905,3.285437706804105,78.18557486088376,0,{},0,0,0,0.0,0.004319232888519764,0.4443037277087569,0.004306180868297815
development_test_seed42_sample006_l_shape,development,test,42,6,20048,l_shape,619,774,1390,4326,2163,156,0.4692228773535382,0.6832578852390345,0.11676360157552398,0.6091705166650051,4.811614035604612,0.07213006587699056,paper_partition_evidence/mesh_archives/development_test_seed42_sample006_l_shape.npz,0a779d8abee7c8217a7781ff63edda4ab01ea51ae3c0e8748828e0e4ab4ce5d8,2.6861666728411657e-07,0.0005395344723731203,0.004067815962556203,0.945329883847065,0.06635199117949779,4.239847673183514,1223.7926365393034,0,{},0,0,0,0.0,0.005979950074106455,0.44198235124349594,0.003697406966239214
development_test_seed42_sample007_annulus,development,test,42,7,20049,annulus,461,583,999,3164,1582,167,0.351916566247782,0.716779923381446,0.056080310258668185,0.22588685292229257,1.2573220442630213,0.05234068678691983,paper_partition_evidence/mesh_archives/development_test_seed42_sample007_annulus.npz,74840401ca5e59146050fd10dcb98d11a99b7b7759fa0a83af3f0b6eef4b3d6d,8.133571841208181e-06,0.0005830669729216865,0.003298836743582881,0.9410675644096028,2.170985956586211,3.2824164817103947,44.70130627842281,0,{},0,0,0,0.0,0.0043714698404073715,0.4399249916896224,0.005262438207864761
development_test_seed42_sample008_l_shape,development,test,42,8,20050,l_shape,698,853,1549,4802,2401,155,0.6113934450037004,0.31693079573756,0.07971099778852428,0.7881686012894413,6.083286382032479,0.07953149685636163,paper_partition_evidence/mesh_archives/development_test_seed42_sample008_l_shape.npz,de136c4f458e6bcc0e829b4be8cafce64e81decbc281adbff796a7c0a0e5894e,2.14472319149243e-06,0.0004841833440929632,0.003957463158952461,0.9142940362908,0.8353517086788776,3.5055080411272206,93.96709121187783,0,{},0,0,0,0.0,0.006563118658959866,0.4417566559277475,0.004446986131370068
development_test_seed42_sample009_annulus,development,test,42,9,20051,annulus,673,800,1421,4442,2221,178,0.3005190520429265,0.2596313933404401,0.08634021674904951,0.4418861408954074,3.6931344678194447,0.0626564803533256,paper_partition_evidence/mesh_archives/development_test_seed42_sample009_annulus.npz,39085b9e2064d9dd60f9e0e155cfe766521f4b4b03e208ea5b881a719b3bdf6d,2.0235177030021097e-06,0.00040873899319102044,0.002605751879080983,0.9441710618661112,0.6638059160195978,3.1962493644626537,87.96068483928178,0,{},0,0,0,0.0,0.006093362811952829,0.4459760058671236,0.006671840324997902
development_test_seed42_sample010_l_shape,development,test,42,10,20052,l_shape,769,924,1691,5228,2614,155,0.65527815785698,0.3533724641824285,0.10865748975558776,1.0083689264715558,9.775161018353156,0.11246829107403755,paper_partition_evidence/mesh_archives/development_test_seed42_sample010_l_shape.npz,331403db1fa7fa6340213d6c3453d01a2efa27a392087c14ee078426dd3635d6,6.32012821966451e-08,0.0004435245416913069,0.00394206264143899,0.9366086810312149,0.016106627705100702,6.203812136404687,5201.335923078492,0,{},0,0,0,0.0,0.006985026877373457,0.4453799738548696,0.0049233161844313145
development_test_seed42_sample011_annulus,development,test,42,11,20053,annulus,698,833,1475,4616,2308,190,0.6915391574873829,0.2740837672084475,0.09309752893090742,0.4816325594022033,4.48542966659657,0.06832702271640301,paper_partition_evidence/mesh_archives/development_test_seed42_sample011_annulus.npz,42ffa43fc28d92171c6a83dbe9177aeab16dddcd4ac5743464e721ed93ede6a1,1.6739167395622658e-06,0.0003958247107516563,0.0025497089836028267,0.9573118605006126,1.1258440141435406,3.3229578340932076,58.400446222990865,0,{},0,0,0,0.0,0.006341592874377966,0.44694243697449565,0.04114467604085803
development_test_seed42_sample012_l_shape,development,test,42,12,20054,l_shape,547,702,1246,3894,1947,156,0.7253201400526613,0.43425119873222623,0.10109996812078029,0.6054998849031151,4.15419838919793,0.05089356005191803,paper_partition_evidence/mesh_archives/development_test_seed42_sample012_l_shape.npz,9f65eebca1aa38f46140f1ff98641752665de155aaebc4b0d6b566cdb9101b83,4.718123688928703e-06,0.0006019255709354138,0.00498210938449186,0.9239045152844866,0.8104070196396779,3.257178695826035,73.38942582549733,0,{},0,0,0,0.0,0.005050247069448233,0.43877397244796157,0.003294485155493021
development_test_seed42_sample013_annulus,development,test,42,13,20055,annulus,787,919,1654,5146,2573,184,0.39389951139937174,0.29821480628518793,0.08874601901189272,0.3129258469444527,2.819672925597074,0.08308151178061962,paper_partition_evidence/mesh_archives/development_test_seed42_sample013_annulus.npz,489370a29d81f77847d4a6dda657375d8bcb13b46f12de3b0ab8022dadefae0c,1.9484868169218866e-06,0.00035472787810860855,0.002545525114617898,0.9123311017427949,0.237018133540251,3.6490074261824414,364.5117351006424,0,{},0,0,0,0.0,0.00668953126296401,0.4450528910383582,0.004392093047499657
development_test_seed42_sample014_l_shape,development,test,42,14,20056,l_shape,564,719,1280,3996,1998,156,0.4595170198484554,0.5311741702524442,0.07332335488112945,0.37267800239923665,2.6528534108624395,0.06367956520989537,paper_partition_evidence/mesh_archives/development_test_seed42_sample014_l_shape.npz,c6161761b808a64bffb64c01dd09c7984af704cf6c90b426b031c7c88608ed0f,1.2291333361603406e-06,0.0005859365169510681,0.004108184780351966,0.9287921486843262,0.3529607669518153,3.3561986925797624,267.4495026723021,0,{},0,0,0,0.0,0.00514118792489171,0.43627525586634874,0.0032474850304424763
development_test_seed42_sample015_annulus,development,test,42,15,20057,annulus,530,659,1139,3596,1798,179,0.6639524281892176,0.7220189085113222,0.0947193566272917,0.4194922645587239,3.2383371002230694,0.05109808687120676,paper_partition_evidence/mesh_archives/development_test_seed42_sample015_annulus.npz,e6fed80b1c820f3de69e1a25786e66b8219ae164c2c7baec584ca16935125e07,5.588831234964862e-06,0.0005124828813453137,0.0038809327112363794,0.9484491159689937,2.021476237846887,3.087084880973323,29.681511779977793,0,{},0,0,0,0.0,0.0051943156868219376,0.4406002829782665,0.00315354997292161
development_test_seed42_sample016_l_shape,development,test,42,16,20058,l_shape,763,918,1679,5192,2596,155,0.48345811890363466,0.65671420973415,0.07337131189173951,0.2534075872141208,1.7232496249640865,0.07740199519321322,paper_partition_evidence/mesh_archives/development_test_seed42_sample016_l_shape.npz,e075a70046fc95a3cab3db7afd8efc477d63c382e34cb5c9bfa42a8d76ea23be,2.3739323139242042e-07,0.0004466944609886837,0.0028499446612349597,0.8491494397481382,0.05918827834383147,3.9218399493639837,968.3223689532645,0,{},0,0,0,0.0,0.006652215030044317,0.4428673470392823,0.004524274729192257
development_test_seed42_sample017_annulus,development,test,42,17,20059,annulus,548,673,1174,3694,1847,172,0.3774365341478553,0.2630374046829306,0.08412603572938701,0.3861413279600223,2.921417999081956,0.06044647702947259,paper_partition_evidence/mesh_archives/development_test_seed42_sample017_annulus.npz,68e6b9e6623cc02225ce1207a85cf18183f3f05e56231deef80acc224db9b4e6,2.3946810344868446e-06,0.0004965780477512574,0.006844050459385758,1.0147036018771929,0.2161654209552559,3.7309116398795568,292.2265131285501,0,{},0,0,0,0.0,0.00542127201333642,0.4404068225994706,0.003231855109333992
development_test_seed42_sample018_l_shape,development,test,42,18,20060,l_shape,430,585,1013,3194,1597,155,0.30538855246530855,0.3766832591316418,0.07889686381766747,0.8779641413166204,5.399605847809244,0.047716667875647545,paper_partition_evidence/mesh_archives/development_test_seed42_sample018_l_shape.npz,82a43d957feb14a993010b7920420f63e156237b66fc2ddbc8b4c528f16c0438,6.665388476869395e-06,0.0007403751233958539,0.005187371437908816,0.9361006282766077,1.6784745509119672,3.1028986304555786,49.31912080065715,0,{},0,0,0,0.0,0.004669304005801678,0.44682918302714825,0.0027177180163562298
development_test_seed42_sample019_annulus,development,test,42,19,20061,annulus,588,717,1254,3942,1971,180,0.6539684693692047,0.6407867112996168,0.06852042675873203,0.11815950194331466,0.8424683229096589,0.05815948499366641,paper_partition_evidence/mesh_archives/development_test_seed42_sample019_annulus.npz,24c59e80c2b9eeec4b8da986f7dfdef9bcae0da095efa07580fd1e56c54ecfae,4.2631389271826815e-06,0.00046540963498358775,0.0036418083944495094,0.9439300695315691,2.036894854781674,3.1554688982114145,39.98550134424027,0,{},0,0,0,0.0,0.0053878710605204105,0.43993803579360247,0.0032208641059696674
development_train_seed43_sample000_rectangle,development,train,43,0,43,rectangle,602,758,1358,4230,2115,156,0.5761496313504553,0.2718876618194983,0.0563019231468241,0.6042551299645725,4.236999484406919,0.10278999898582697,paper_partition_evidence/mesh_archives/development_train_seed43_sample000_rectangle.npz,205814761973804bcb3351384c653a685be2ecbed47182116a7d9c284630bfc1,8.679046892631999e-06,0.0007363770250368188,0.004033504550489736,0.8582506804339682,1.542546352118172,2.9724900548317406,37.40313945835015,0,{},0,0,0,0.0,0.005937078036367893,0.4408190078102052,0.003879058174788952
development_train_seed43_sample001_wavy,development,train,43,1,44,wavy,661,782,1380,4322,2161,182,0.3112827548369358,0.3790565373863865,0.08137509730837353,0.8743592418226621,7.409042021489866,0.06461941311135888,paper_partition_evidence/mesh_archives/development_train_seed43_sample001_wavy.npz,2228819583eae72d33e3275bb796bc4def9e50cd28330a82b2bdb1d97c44007c,2.495921949345749e-07,0.0005247206798370032,0.003960179798972618,0.8822291315367337,1.1384884933104962,3.1697976843320674,50.617011683765945,0,{},0,0,0,0.0,0.0060078781098127365,0.44665151089429855,0.003613219130784273
development_train_seed43_sample002_rectangle,development,train,43,2,45,rectangle,560,716,1274,3978,1989,156,0.5365653284737528,0.5142455725851014,0.10463726558712519,1.7066693247570568,15.200454433902049,0.05366167100146413,paper_partition_evidence/mesh_archives/development_train_seed43_sample002_rectangle.npz,4c1bb9d62353f95fed3efbc7c955eea05c08aa9e1db77abfa34fd9800b5fd106,4.3992564203746974e-07,0.0007849293563579278,0.005295811793131199,0.9035692714445165,0.15174468486275672,3.7509801241316856,747.2424156763086,0,{},0,0,0,0.0,0.005460221786051989,0.44088699389249086,0.003513988107442856
development_train_seed43_sample003_wavy,development,train,43,3,46,wavy,417,535,894,2856,1428,171,0.702802138345156,0.2886133966058716,0.07271703413471145,0.7132260522262666,3.9698962884912885,0.043863161001354456,paper_partition_evidence/mesh_archives/development_train_seed43_sample003_wavy.npz,cd69a7bf9bcd8b9ecb92b0b92c49f4dfa83f408592f8b9e0733d4bc35b85cedb,2.11641739573992e-06,0.0008016595502326485,0.0054591582453314465,0.9090940625387347,1.5407302158536191,3.245118101973178,38.35634547906314,1,"{""9"": 2}",1,10,10,0.018691588785046728,0.004205519799143076,0.4418466226197779,0.004897064995020628
development_train_seed43_sample004_rectangle,development,train,43,4,47,rectangle,631,787,1416,4404,2202,156,0.6209009973212802,0.6268344085598039,0.08523673498491643,1.2053930512197233,10.14842007924161,0.07320742821320891,paper_partition_evidence/mesh_archives/development_train_seed43_sample004_rectangle.npz,6684b3b7444d2528092ec9ddef8ac2007f3475123bc1a6e6fa1517183843ad72,9.666153868379565e-07,0.0007062146892655367,0.004108387918952787,0.8602210751330259,0.19902169769681347,3.438247574792375,340.084695474787,0,{},0,0,0,0.0,0.0057017141953110695,0.44056334998458624,0.0038866503164172173
development_train_seed43_sample005_wavy,development,train,43,5,48,wavy,408,519,876,2788,1394,158,0.4438499361427973,0.54788674501467,0.08839703542851066,1.150766563335748,7.648358240882176,0.04825774719938636,paper_partition_evidence/mesh_archives/development_train_seed43_sample005_wavy.npz,5df908c10534f2d9e533c721104df1559601cf0ca75c3dab65d852bdb8d93fdb,2.6125426642135185e-06,0.0008171945425587887,0.004849664681349694,0.8725551178137696,0.6693787670599304,3.421104190643757,85.87800333245353,0,{},0,0,0,0.0,0.0040896120481193066,0.44365759706124663,0.0023394590243697166
development_train_seed43_sample006_rectangle,development,train,43,6,49,rectangle,510,666,1174,3678,1839,156,0.4314270961380681,0.5466086300848662,0.08047676377767216,1.1737253997475052,8.507930454986855,0.05641301907598972,paper_partition_evidence/mesh_archives/development_train_seed43_sample006_rectangle.npz,cdf1a714dfe16bba2b985368615ea37e38b4aba872649872fade7d749b9f0a60,1.0410525664969868e-06,0.0008517887563884157,0.006588241029731918,0.9278064882560768,0.20678174122994686,3.8406492779394164,315.76801215732155,0,{},0,0,0,0.0,0.005024871788918972,0.4389530303888023,0.0032012523151934147
development_train_seed43_sample007_wavy,development,train,43,7,50,wavy,736,858,1532,4778,2389,182,0.6437113459433118,0.6668346672917913,0.09061378991197463,1.0288044691199207,9.937374472017943,0.07638730993494391,paper_partition_evidence/mesh_archives/development_train_seed43_sample007_wavy.npz,736a189756f545dffc921559d559ac5711acddb1eecaef64625012437cf020bd,5.0652590159831305e-06,0.0004736212372737795,0.003416266746350435,0.9388117319759802,1.2473406113135679,3.058768486612442,46.35409646835379,0,{},0,0,0,0.0,0.006727768108248711,0.44439819175750017,0.0039124079048633575
development_train_seed43_sample008_rectangle,development,train,43,8,51,rectangle,586,742,1326,4134,2067,156,0.7212205981352084,0.40356918039437006,0.07156893123693327,0.8659256327291189,6.3069190036910205,0.060322331730276346,paper_partition_evidence/mesh_archives/development_train_seed43_sample008_rectangle.npz,9a1dfb7dad2f575572368bb44af2d976da0f24544437c249dfa2914176bf4180,1.110570595351716e-06,0.0007541478129713424,0.005201817517061896,0.9636847887101558,0.794465214910653,3.2824268634102647,80.98945189327827,0,{},0,0,0,0.0,0.005804643966257572,0.4372888342477381,0.003441931214183569
development_train_seed43_sample009_wavy,development,train,43,9,52,wavy,635,758,1329,4172,2086,183,0.5578814774012164,0.537113147817646,0.08877033264734535,1.1263770436765432,11.359636234976403,0.06656490219756961,paper_partition_evidence/mesh_archives/development_train_seed43_sample009_wavy.npz,88a5c448f1f5d33aeba3774d404409971e62011097b5060e2f3e4d5c9f472278,2.6081908804076437e-06,0.0005421885154796405,0.0034766644612188925,0.9205809831356692,0.17761649451328437,3.5303624731174787,323.00811819684833,0,{},0,0,0,0.0,0.006170683074742556,0.45042807795107365,0.006928900722414255
development_train_seed43_sample010_rectangle,development,train,43,10,53,rectangle,786,942,1726,5334,2667,156,0.2555634972821331,0.6094553268838505,0.07652326742481469,0.9381625030845241,7.973232704225206,0.11256864806637168,paper_partition_evidence/mesh_archives/development_train_seed43_sample010_rectangle.npz,303533f90d704b10b3196796296c3d344ffe546c8b95569d0f4ba4e25e427778,2.06644844228042e-06,0.0005793742757821553,0.0033214695602348456,0.8981618909884536,0.5295450238715713,3.383592473852216,111.49062129183409,0,{},0,0,0,0.0,0.006999462377279997,0.4504193398170173,0.007918918039649725
development_train_seed43_sample011_wavy,development,train,43,11,54,wavy,490,607,1039,3290,1645,170,0.36122577233594755,0.5092899854414769,0.060177508176516625,0.628376578071198,4.171169183150573,0.050773315131664276,paper_partition_evidence/mesh_archives/development_train_seed43_sample011_wavy.npz,022ef07c0bd866292a7c717d6c932c90c359d2b5b4515b0e4356cffc1345f1c3,2.1077926270008733e-06,0.00069043197437815,0.006566830660696337,0.9321141867470453,0.3624515040869808,3.4323996481686443,158.36287109698316,0,{},0,0,0,0.0,0.004847412928938866,0.43874983210116625,0.002849239856004715
development_train_seed43_sample012_rectangle,development,train,43,12,55,rectangle,739,895,1632,5052,2526,156,0.6661260917274753,0.6853228058581706,0.06919352342477049,0.845778091470788,7.010547171637696,0.07473433297127485,paper_partition_evidence/mesh_archives/development_train_seed43_sample012_rectangle.npz,e43e44676896ce8f8231a7e80e8dbd909addd2a5695d2eab8f20db2fac6ad7ec,2.7343410319300143e-06,0.0006127450980392157,0.004099771426838839,0.938876379841521,0.8548561595680931,3.323707655849926,120.22315272137027,0,{},0,0,0,0.0,0.04294597217813134,0.4437220268882811,0.00416865199804306
development_train_seed43_sample013_wavy,development,train,43,13,56,wavy,701,827,1461,4574,2287,189,0.61306302498177,0.2584514072393216,0.11875206940500294,1.316852306770816,13.107479987841739,0.06587826367467642,paper_partition_evidence/mesh_archives/development_train_seed43_sample013_wavy.npz,36c7df64b47066b8d94eacab3eae8e66dd62b90360a6f08d2d9b3f4a9a211e2e,2.476136492133095e-06,0.0004965670370008195,0.003630858268792594,0.9008013136266746,0.6716220245555384,3.504063728733851,136.17776996790855,0,{},0,0,0,0.0,0.006481967866420746,0.4506869576871395,0.004002328030765057
development_train_seed43_sample014_rectangle,development,train,43,14,57,rectangle,552,708,1258,3930,1965,156,0.5920833515777708,0.48415598410878424,0.1096801885338721,1.7946777363201167,15.32138171710688,0.06025619897991419,paper_partition_evidence/mesh_archives/development_train_seed43_sample014_rectangle.npz,9643a34472ff9efdc45cd99df8d3fdf3485183894d80d3a82a67ee4116ce2621,1.6572381880007202e-06,0.000794912559618442,0.008058452697534304,0.9308298310083556,1.763662411910932,3.144716242895738,32.60244644380253,0,{},0,0,0,0.0,0.005397778004407883,0.44351028790697455,0.004103335086256266
development_train_seed43_sample015_wavy,development,train,43,15,58,wavy,505,620,1065,3368,1684,172,0.4045059002831224,0.6899168046153854,0.07080094439021878,0.6755042028001105,4.549526796568058,0.05488665588200092,paper_partition_evidence/mesh_archives/development_train_seed43_sample015_wavy.npz,439e3c89f046a70b32e1035056911143cdf93dac91d1086e97d3cd3ff0641299,3.896318381082859e-06,0.0006739217953979473,0.004184025651367352,0.8763730166659492,0.2690731393359905,3.4461106798776666,213.360112409677,0,{},0,0,0,0.0,0.004835203755646944,0.4412203663960099,0.0027609430253505707
development_train_seed43_sample016_rectangle,development,train,43,16,59,rectangle,509,665,1171,3670,1835,157,0.5438735793331821,0.6630330840994176,0.06260134571607125,0.7569163439719157,4.906193621680281,0.0568630350753665,paper_partition_evidence/mesh_archives/development_train_seed43_sample016_rectangle.npz,7215a0219ee244bb721f9d09a3c8c83e0bddaf412615d3fa0f4e3fc284a2624b,1.6079030222110896e-06,0.0008539709649871904,0.005362170506951072,0.9049837075338951,0.8581739999597575,3.5930100647622587,103.42885033185416,0,{},0,0,0,0.0,0.005366773810237646,0.4402856552042067,0.0067507377825677395
development_train_seed43_sample017_wavy,development,train,43,17,60,wavy,568,688,1193,3760,1880,180,0.41214190635063824,0.2635731959475023,0.058556857683744516,0.4528882493862232,3.231740381913885,0.06124960305169225,paper_partition_evidence/mesh_archives/development_train_seed43_sample017_wavy.npz,a46b9f04edba6c87108b556edca8a2d83b492b9698ed239659aee5258e4e967f,1.3251295727546578e-06,0.0006002890108731995,0.006574804533948971,0.974821138897083,0.7702906608768281,3.3353307270438486,91.92998434521027,0,{},0,0,0,0.0,0.005001103039830923,0.4387476150877774,0.0032975710928440094
development_train_seed43_sample018_rectangle,development,train,43,18,61,rectangle,656,812,1466,4554,2277,156,0.4371871414388206,0.6359678090961333,0.09862430172753672,1.505070850934517,13.761427625700778,0.06764213414862752,paper_partition_evidence/mesh_archives/development_train_seed43_sample018_rectangle.npz,a0fa328dac4d63d850686471f12949227a7a43687620bd18e73685ef55874abf,9.515435882211193e-07,0.0006821282401091405,0.004364814767900818,0.8818011592196281,0.19523652941105665,3.3199835422965904,345.4714013936866,0,{},0,0,0,0.0,0.006251018960028887,0.44845397816970944,0.0036811758764088154
development_train_seed43_sample019_wavy,development,train,43,19,62,wavy,580,703,1216,3836,1918,185,0.5546600834289157,0.6238866520075896,0.1057453299819682,1.3403874501452824,12.4667998777131,0.05981620401144028,paper_partition_evidence/mesh_archives/development_train_seed43_sample019_wavy.npz,235b86fa17ef47fca5fcbe297a4fa67a250f9cb141de7c0e6f7b776d76bfd277,3.906370434286494e-06,0.0005914199827724013,0.003889503687358073,0.915557740402068,0.6845242805414535,3.293995086209655,84.18958675494149,0,{},0,0,0,0.0,0.005188470706343651,0.43867881083860993,0.003893095999956131
development_train_seed43_sample020_rectangle,development,train,43,20,63,rectangle,459,615,1072,3372,1686,156,0.5300396859477838,0.7461294344298119,0.06778467946231037,0.7885605033589159,5.274682733378673,0.08795882714912295,paper_partition_evidence/mesh_archives/development_train_seed43_sample020_rectangle.npz,ff3373420aa8d1d3aa796b123ecfbdb83e15ab6510dbdb998b727231a58736da,4.34635986829204e-06,0.0009328358208955224,0.006494274962268197,0.9571003204671344,1.3734684681689222,3.1767163441687014,41.95790571332046,0,{},0,0,0,0.0,0.004645434208214283,0.4471290777437389,0.0028931950218975544
